asr,diar,method,clip_id,language,duration,n_speakers,speakers,overlap_frac_of_speech,overlap,hyp_missing,WER,cpWER,WDER,DER,JER,DER_ctrl,JER_ctrl,n_units,n_applied,n_words_relabelled,rogue,wer_errors,wer_len,cp_errors,cp_len,wder_errors,wder_len,err_miss_sec,err_fa_sec,err_conf_sec,ref_speech_sec,sys,sys_ctrl
indicconformer_free,pyannote31,rule,7k-xDqNjESc__000073000_000981000,Malayalam,908.0000,4,4,0.0421,mid (2.2%-7.0%],False,92.4520,96.5610,16.9239,35.0826,67.0482,34.9825,66.9371,67.0000,6.0000,7.0000,False,2070.0000,2239.0000,2162.0000,2239.0000,307.0000,1814.0000,117.5840,53.7710,143.5430,897.5900,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,83gP2vLH7UY__000255000_002005000,Devanagari (hi/mr),1750.0000,5,5+,0.2022,high (>7.0%),False,86.8081,86.9805,10.8837,31.7604,30.7412,32.2230,31.5107,225.0000,35.0000,46.0000,False,5034.0000,5799.0000,5044.0000,5799.0000,351.0000,3225.0000,272.5080,194.1510,182.4020,2043.6200,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,86mMTUeDiR8__000181000_001079000,Bengali,898.0000,5,5+,0.0517,mid (2.2%-7.0%],False,96.3226,97.1166,34.2282,57.3866,67.9882,54.9956,65.4225,102.0000,31.0000,42.0000,False,2305.0000,2393.0000,2324.0000,2393.0000,255.0000,745.0000,152.1350,113.0060,207.2370,823.1500,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,87Zbup3ohcw__000106000_000445000,Tamil,339.0000,4,4,0.0152,low (<=2.2%),False,91.3218,93.4579,5.5215,22.1496,34.8645,22.1496,34.8645,33.0000,3.0000,3.0000,False,684.0000,749.0000,700.0000,749.0000,18.0000,326.0000,36.8060,17.7920,16.3140,320.1500,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,8Ve4SWhlrrA__000000000_000070000,Odia,70.0000,2,2,0.0000,low (<=2.2%),False,90.9774,93.2331,3.7879,8.0693,53.9211,8.0693,53.9211,1.0000,0.0000,0.0000,False,121.0000,133.0000,124.0000,133.0000,5.0000,132.0000,3.0680,0.0260,2.0550,63.8100,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,8mvORuRHw2U__000000000_001197000,Gujarati,1197.0000,4,4,0.0417,mid (2.2%-7.0%],False,94.9885,95.3036,25.6295,19.7480,23.8866,16.3595,18.2363,139.0000,18.0000,25.0000,False,3317.0000,3492.0000,3328.0000,3492.0000,285.0000,1112.0000,99.9830,42.6110,86.3490,1159.3200,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,8o7jKmq6HsM__000030000_001770000,Devanagari (hi/mr),1740.0000,6,5+,0.0471,mid (2.2%-7.0%],False,89.7638,89.8731,7.7121,18.1996,19.8699,15.4900,14.5281,220.0000,17.0000,21.0000,False,4104.0000,4572.0000,4109.0000,4572.0000,150.0000,1945.0000,115.6530,110.2780,95.7030,1767.2600,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,8pkp-lpMJP0__000326000_000926000,Telugu,600.0000,8,5+,0.2032,high (>7.0%),False,95.7655,96.1564,36.6022,41.6224,68.2261,40.5221,67.9307,111.0000,34.0000,43.0000,False,1470.0000,1535.0000,1476.0000,1535.0000,265.0000,724.0000,99.7040,33.5850,156.6030,696.4800,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,8r2Nltl0W4o__000259000_000320000,Punjabi,61.0000,2,2,0.0227,mid (2.2%-7.0%],False,89.7233,90.5138,1.1976,18.0628,57.4832,18.0628,57.4832,2.0000,0.0000,0.0000,False,227.0000,253.0000,229.0000,253.0000,2.0000,167.0000,3.7480,2.0360,5.2000,60.8100,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,90uAd6xpTPo__000016000_000408000,Devanagari (hi/mr),392.0000,4,4,0.0067,low (<=2.2%),False,92.2442,92.4917,5.6460,7.9166,8.2533,7.9166,8.2533,40.0000,3.0000,5.0000,False,1118.0000,1212.0000,1121.0000,1212.0000,52.0000,921.0000,9.3160,13.1440,6.4940,365.7400,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,9Aw8kg8w5Xo__000000000_000083000,Telugu,83.0000,4,4,0.0216,low (<=2.2%),False,93.4673,93.4673,10.6061,15.4751,59.6395,15.4751,59.6395,3.0000,0.0000,0.0000,False,186.0000,199.0000,186.0000,199.0000,14.0000,132.0000,3.7600,1.6490,7.2620,81.8800,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,9_GMxc_JjyI__000236000_000368000,Kannada,132.0000,2,2,0.0602,mid (2.2%-7.0%],False,94.0701,95.1482,12.7090,23.2460,55.5839,23.2460,55.5839,8.0000,0.0000,0.0000,False,349.0000,371.0000,353.0000,371.0000,38.0000,299.0000,11.6670,10.6040,9.7550,137.7700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,ARCKJrGkITw__000014000_000496000,Telugu,482.0000,3,3,0.0844,high (>7.0%),False,87.3455,88.3636,14.1872,34.8101,41.2524,35.6753,42.2361,56.0000,13.0000,17.0000,False,1201.0000,1375.0000,1215.0000,1375.0000,144.0000,1015.0000,49.0290,28.5990,98.7130,506.5800,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,ARZl7LT0UC0__000073000_000130000,Telugu,57.0000,3,3,0.0905,high (>7.0%),False,98.6928,98.6928,40.2985,30.7144,49.9001,28.4849,44.8092,18.0000,4.0000,4.0000,False,151.0000,153.0000,151.0000,153.0000,27.0000,67.0000,6.2140,2.9810,9.6790,61.4500,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,A_dohDOK6Ic__000000000_000600000,Devanagari (hi/mr),600.0000,3,3,0.0048,low (<=2.2%),False,92.5096,92.5642,6.8357,7.1781,8.0695,6.9953,7.6004,52.0000,1.0000,1.0000,False,1692.0000,1829.0000,1693.0000,1829.0000,62.0000,907.0000,31.5930,2.7380,7.1740,578.2200,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,B2ScTgeIIck__000117000_000180000,Odia,63.0000,2,2,0.0879,high (>7.0%),False,97.7011,97.7011,22.9167,36.2564,39.7306,32.7229,34.8089,10.0000,4.0000,7.0000,False,170.0000,174.0000,170.0000,174.0000,22.0000,96.0000,10.1360,4.5180,9.5000,66.6200,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,BGAAfht5dYw__000000000_000612000,Gujarati,612.0000,4,4,0.1350,high (>7.0%),False,97.9572,97.9572,36.3218,25.4461,35.7872,22.7373,31.1172,81.0000,23.0000,33.0000,False,2062.0000,2105.0000,2062.0000,2105.0000,158.0000,435.0000,60.1300,13.6200,98.9320,678.6200,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,BYLcUGNB_zM__000020000_001387000,Kannada,1367.0000,4,4,0.0054,low (<=2.2%),False,94.5543,94.7673,4.6701,11.3431,14.5867,11.4368,14.7912,75.0000,7.0000,10.0000,False,3108.0000,3287.0000,3115.0000,3287.0000,138.0000,2955.0000,51.5660,29.3010,70.1330,1331.2100,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Bngfppo1QtA__000028000_000927000,Telugu,899.0000,5,5+,0.1261,high (>7.0%),False,96.3355,96.8241,29.3163,51.7760,54.1242,50.5830,52.8049,109.0000,29.0000,38.0000,False,2366.0000,2456.0000,2378.0000,2456.0000,253.0000,863.0000,154.6960,127.3890,237.1610,1002.8700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,CO_8ppdzq9U__000000000_000695000,Tamil,695.0000,4,4,0.0186,low (<=2.2%),False,94.3432,94.3432,18.2771,15.9115,21.3172,13.9901,17.9800,71.0000,12.0000,16.0000,False,1501.0000,1591.0000,1501.0000,1591.0000,157.0000,859.0000,49.4670,5.3610,48.9690,652.3400,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Cku_X_SL7qU__000060000_000660000,Gujarati,600.0000,3,3,0.1022,high (>7.0%),False,99.0439,99.0439,42.7350,70.6241,61.1922,66.7661,56.4146,67.0000,19.0000,22.0000,False,1761.0000,1778.0000,1761.0000,1778.0000,150.0000,351.0000,112.5730,159.0050,78.9930,496.3900,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,DPmew0didIM__000191000_000512000,Telugu,321.0000,5,5+,0.0620,mid (2.2%-7.0%],False,96.6146,96.6146,21.4141,36.2936,53.7198,36.9660,54.5828,35.0000,4.0000,4.0000,False,742.0000,768.0000,742.0000,768.0000,106.0000,495.0000,46.6660,29.1820,42.6870,326.6000,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,EmsKkNN2Me4__000035000_000095000,Malayalam,60.0000,2,2,0.0471,mid (2.2%-7.0%],False,97.7654,97.7654,40.7407,47.5771,53.7122,52.2730,58.6449,21.0000,14.0000,22.0000,False,175.0000,179.0000,175.0000,179.0000,33.0000,81.0000,5.5710,6.9510,16.3430,60.6700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,ExGJodnzocM__000212000_000527000,Devanagari (hi/mr),315.0000,4,4,0.0133,low (<=2.2%),False,95.9518,95.8656,44.3038,35.7349,46.7278,34.9574,45.6717,38.0000,11.0000,18.0000,False,1114.0000,1161.0000,1113.0000,1161.0000,175.0000,395.0000,27.2090,10.2180,73.2510,309.7200,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,F2uXav-wriA__000000000_000907000,Devanagari (hi/mr),907.0000,4,4,0.0336,mid (2.2%-7.0%],False,92.6582,93.1284,13.8080,16.1559,22.6758,15.0751,21.1496,103.0000,13.0000,20.0000,False,2562.0000,2765.0000,2575.0000,2765.0000,256.0000,1854.0000,51.5050,8.3470,87.6480,912.9800,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,FDMf9ApmoNU__000016000_000686000,Bengali,670.0000,4,4,0.0882,high (>7.0%),False,96.5269,96.7066,25.9714,38.2007,40.5324,36.6103,39.0198,67.0000,8.0000,10.0000,False,1612.0000,1670.0000,1615.0000,1670.0000,127.0000,489.0000,113.9270,70.1920,56.5530,630.0200,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,G6qzg93FxwE__000021000_000116000,Gujarati,95.0000,2,2,0.0061,low (<=2.2%),False,86.5169,86.5169,2.7211,6.7849,7.9137,6.7849,7.9137,7.0000,1.0000,1.0000,False,231.0000,267.0000,231.0000,267.0000,4.0000,147.0000,4.0500,1.9250,0.3370,93.0300,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,GEc_sS2KWo8__000096000_000290000,Gujarati,194.0000,4,4,0.0378,mid (2.2%-7.0%],False,97.4903,98.0695,18.5654,35.2648,65.5307,34.6239,65.0096,17.0000,1.0000,1.0000,False,505.0000,518.0000,508.0000,518.0000,44.0000,237.0000,29.4890,12.4930,10.9470,150.0900,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,GfFLEIAAumk__000090000_000163000,Bengali,73.0000,2,2,0.0285,mid (2.2%-7.0%],False,95.8333,96.2963,11.3924,14.4965,19.2887,14.4965,19.2887,8.0000,1.0000,2.0000,False,207.0000,216.0000,208.0000,216.0000,9.0000,79.0000,3.8680,1.9790,4.8210,73.5900,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Gq45evw6ytY__000597000_001464000,Odia,867.0000,3,3,0.0869,high (>7.0%),False,97.0438,97.0803,27.0335,38.8819,42.0588,36.0571,38.2388,110.0000,25.0000,33.0000,False,2659.0000,2740.0000,2660.0000,2740.0000,226.0000,836.0000,114.7960,71.5010,158.4260,886.5900,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,HZv_WvIr6lE__000021000_000105000,Tamil,84.0000,3,3,0.1276,high (>7.0%),False,96.9231,96.9231,20.6349,32.0147,33.3375,28.9303,29.3737,7.0000,2.0000,2.0000,False,252.0000,260.0000,252.0000,260.0000,13.0000,63.0000,6.8810,9.8180,12.8410,92.2700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,HpYG46tGyYs__000103000_000998000,Devanagari (hi/mr),895.0000,4,4,0.0022,low (<=2.2%),False,88.5580,88.5580,2.8083,8.9450,10.4359,8.9450,10.4359,33.0000,0.0000,0.0000,False,2260.0000,2552.0000,2260.0000,2552.0000,69.0000,2457.0000,29.9200,35.3400,11.7770,861.2300,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,IAm1rt-MYcA__000004000_000558000,Bengali,554.0000,4,4,0.0445,mid (2.2%-7.0%],False,94.7867,94.8460,10.5118,32.6897,38.1549,32.6186,37.9256,54.0000,13.0000,20.0000,False,1600.0000,1688.0000,1601.0000,1688.0000,76.0000,723.0000,69.8790,53.8490,53.3290,541.6300,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Iare1Emeueg__000016000_000069000,Devanagari (hi/mr),53.0000,2,2,0.0000,low (<=2.2%),False,98.5612,98.5612,26.4706,56.3916,51.5908,54.2857,48.9915,14.0000,4.0000,4.0000,False,137.0000,139.0000,137.0000,139.0000,9.0000,34.0000,15.6780,6.6250,2.0920,43.2600,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,IfTL8SSN270__000062000_000671000,Devanagari (hi/mr),609.0000,4,4,0.1121,high (>7.0%),False,92.7733,92.9991,14.6104,29.8075,30.9918,29.9345,31.0975,74.0000,12.0000,17.0000,False,2054.0000,2214.0000,2059.0000,2214.0000,180.0000,1232.0000,83.3010,54.8030,59.7760,663.8600,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Ig6szCD8m20__000046000_000106000,Devanagari (hi/mr),60.0000,2,2,0.0204,low (<=2.2%),False,88.0829,89.1192,15.2439,23.1672,31.4099,23.1672,31.4099,5.0000,0.0000,0.0000,False,170.0000,193.0000,172.0000,193.0000,25.0000,164.0000,1.8980,2.9830,8.9220,59.5800,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Iqhnt8ENm3U__000027000_000088000,Devanagari (hi/mr),61.0000,3,3,0.1772,high (>7.0%),False,94.3503,93.2203,49.2958,73.7455,79.3885,73.7455,79.3885,13.0000,1.0000,1.0000,False,167.0000,177.0000,165.0000,177.0000,35.0000,71.0000,15.9540,4.8310,28.3000,66.5600,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,J4-VpEkBzWw__000000000_000600000,Kannada,600.0000,7,5+,0.0685,mid (2.2%-7.0%],False,93.0412,93.1701,14.8685,10.0448,11.5900,9.1575,10.3619,60.0000,8.0000,13.0000,False,1444.0000,1552.0000,1446.0000,1552.0000,164.0000,1103.0000,27.0970,10.9350,25.8740,636.2100,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,JBYGLQJwFDc__000103000_000407000,Tamil,304.0000,3,3,0.0120,low (<=2.2%),False,96.6176,97.2059,36.1842,49.8342,68.2726,47.7708,66.9166,30.0000,4.0000,6.0000,False,657.0000,680.0000,661.0000,680.0000,55.0000,152.0000,48.3510,32.7810,48.7510,260.6300,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,JSB1CeS4pP8__000000000_000632000,Punjabi,632.0000,4,4,0.0880,high (>7.0%),False,95.0192,94.9713,23.4664,18.9752,22.1560,15.5236,17.3273,69.0000,12.0000,20.0000,False,1984.0000,2088.0000,1983.0000,2088.0000,241.0000,1027.0000,51.9340,17.6610,54.2260,652.5400,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Jc5AVwg2cZM__000153000_000214000,Devanagari (hi/mr),61.0000,3,3,0.2816,high (>7.0%),False,93.6047,94.1860,31.7647,87.3680,72.6726,89.8580,74.7183,22.0000,8.0000,14.0000,False,161.0000,172.0000,162.0000,172.0000,27.0000,85.0000,17.2340,17.6740,19.8630,62.6900,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,KAtdcDieQMw__000057000_000599000,Odia,542.0000,3,3,0.1073,high (>7.0%),False,96.3835,96.6131,21.8997,22.3792,26.9527,21.7164,25.8278,51.0000,12.0000,18.0000,False,1679.0000,1742.0000,1683.0000,1742.0000,249.0000,1137.0000,67.2530,14.9700,47.9950,581.8700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,KPkRi3GM7fs__000047000_000642000,Odia,595.0000,3,3,0.0031,low (<=2.2%),False,92.8370,94.1906,7.1429,12.6816,14.9207,12.6407,14.8670,31.0000,3.0000,4.0000,False,1646.0000,1773.0000,1670.0000,1773.0000,118.0000,1652.0000,42.2800,15.0490,15.8740,577.2400,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Kdi-ECuOaKg__000002000_000078000,Malayalam,76.0000,6,5+,0.0000,low (<=2.2%),False,93.4066,105.4945,36.8421,95.9473,79.1374,95.9473,79.0042,10.0000,1.0000,1.0000,False,85.0000,91.0000,96.0000,91.0000,28.0000,76.0000,14.6570,16.5360,6.3320,39.1100,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,L7xRazDdtgw__000019000_000083000,Gujarati,64.0000,3,3,0.0012,low (<=2.2%),False,97.0588,98.0392,40.0000,82.5404,77.3335,84.2020,78.6757,12.0000,4.0000,5.0000,False,99.0000,102.0000,100.0000,102.0000,10.0000,25.0000,13.2660,7.4360,14.5180,42.6700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,LBIWBxQ5H1s__000090000_001020000,Malayalam,930.0000,4,4,0.0724,high (>7.0%),False,96.6558,96.9005,25.9450,39.5876,43.7346,38.3371,42.3614,116.0000,24.0000,28.0000,False,2370.0000,2452.0000,2376.0000,2452.0000,302.0000,1164.0000,122.2490,86.4100,172.1540,961.9500,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,LK23jX9tgZM__000059000_000221000,Gujarati,162.0000,3,3,0.1712,high (>7.0%),False,97.9927,97.9927,12.8205,41.5105,65.7770,31.6647,54.4772,16.0000,5.0000,8.0000,False,537.0000,548.0000,537.0000,548.0000,15.0000,117.0000,35.2140,9.6140,29.4800,179.0100,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,LctYmmr9-Vg__000000000_000061000,Devanagari (hi/mr),61.0000,2,2,0.0000,low (<=2.2%),False,90.6475,91.3669,9.6774,17.3730,18.6699,15.7158,15.6575,6.0000,1.0000,2.0000,False,126.0000,139.0000,127.0000,139.0000,6.0000,62.0000,7.3690,0.1510,0.7930,47.8500,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,LqQHdo7t5Ps__000198000_000498000,Devanagari (hi/mr),300.0000,3,3,0.0019,low (<=2.2%),False,80.2023,80.6358,4.9815,15.7763,24.4062,15.7763,24.4062,30.0000,5.0000,5.0000,False,555.0000,692.0000,558.0000,692.0000,27.0000,542.0000,8.9150,7.0890,30.3200,293.6300,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Md3p6RTanBg__000315000_000426000,Bengali,111.0000,3,3,0.0528,mid (2.2%-7.0%],False,88.2550,88.5906,1.8405,8.9551,8.4201,8.9551,8.4201,13.0000,2.0000,3.0000,False,263.0000,298.0000,264.0000,298.0000,3.0000,163.0000,4.6970,1.1320,4.3100,113.2200,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,MmtWBUK2DKE__000000000_000310000,Devanagari (hi/mr),310.0000,5,5+,0.0432,mid (2.2%-7.0%],False,93.0748,95.1062,10.8871,12.0434,32.4206,10.9359,30.9116,51.0000,14.0000,27.0000,False,1008.0000,1083.0000,1030.0000,1083.0000,81.0000,744.0000,13.5220,6.5900,16.8070,306.5500,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,NLgHpYyf5bY__000313000_000383000,Devanagari (hi/mr),70.0000,2,2,0.0097,low (<=2.2%),False,98.3333,97.9167,13.0890,21.1932,36.2465,21.1932,36.2465,7.0000,1.0000,1.0000,False,236.0000,240.0000,235.0000,240.0000,25.0000,191.0000,5.1080,2.2150,7.2770,68.8900,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,NuhdqCEuIBo__000197000_000540000,Punjabi,343.0000,3,3,0.0562,mid (2.2%-7.0%],False,93.4989,93.7180,22.8571,21.8378,31.2277,22.1279,32.1371,42.0000,11.0000,16.0000,False,1280.0000,1369.0000,1283.0000,1369.0000,152.0000,665.0000,27.0860,18.9030,31.6160,355.3700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,O4_aeGFzZ8A__000000000_000335000,Kannada,335.0000,8,5+,0.0004,low (<=2.2%),False,93.7322,93.7322,9.4891,16.0208,13.7345,15.9002,13.4927,35.0000,2.0000,2.0000,False,658.0000,702.0000,658.0000,702.0000,52.0000,548.0000,26.8330,20.9160,3.8170,321.8700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,OXUt5KnlUMo__000091000_000181000,Odia,90.0000,2,2,0.0000,low (<=2.2%),False,91.5323,91.5323,21.8391,29.3262,42.8562,29.3262,42.8562,11.0000,0.0000,0.0000,False,227.0000,248.0000,227.0000,248.0000,38.0000,174.0000,6.4090,3.6200,15.3000,86.3700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,OxYCBQKZ3iY__000000000_001822000,Punjabi,1822.0000,7,5+,0.0659,mid (2.2%-7.0%],False,98.7330,98.8597,48.5226,39.0821,48.1880,35.7206,43.5833,291.0000,76.0000,121.0000,False,5455.0000,5525.0000,5462.0000,5525.0000,936.0000,1929.0000,142.9350,81.2580,442.6540,1706.2700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,PCUA2q2C-2A__000045000_000107000,Devanagari (hi/mr),62.0000,3,3,0.0063,low (<=2.2%),False,75.9740,76.6234,1.3699,4.5676,6.1890,4.5676,6.1890,3.0000,0.0000,0.0000,False,117.0000,154.0000,118.0000,154.0000,2.0000,146.0000,1.1610,1.5900,0.0220,60.7100,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,PEDfT9-Yf2o__000000000_000469000,Bengali,469.0000,3,3,0.0110,low (<=2.2%),False,86.6794,87.7260,4.9020,6.3395,8.1779,6.3395,8.1779,29.0000,0.0000,0.0000,False,911.0000,1051.0000,922.0000,1051.0000,40.0000,816.0000,13.6510,2.6000,9.2720,402.6000,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,PQB3-4sZUeY__000000000_001132000,Telugu,1132.0000,4,4,0.1069,high (>7.0%),False,98.3796,98.5780,42.9389,41.8406,53.6493,38.6346,50.4093,166.0000,56.0000,69.0000,False,2975.0000,3024.0000,2981.0000,3024.0000,450.0000,1048.0000,91.0530,54.5790,327.1000,1129.8400,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,PRAzUz0GANs__000223000_000283000,Kannada,60.0000,2,2,0.0822,high (>7.0%),False,99.4845,99.4845,23.3010,36.6927,43.0796,36.6927,43.0796,6.0000,1.0000,1.0000,False,193.0000,194.0000,193.0000,194.0000,24.0000,103.0000,6.2920,5.1080,11.6100,62.7100,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,PSIzXy5-y2E__000002000_000918000,Devanagari (hi/mr),916.0000,3,3,0.0434,mid (2.2%-7.0%],False,86.8145,88.4274,9.9631,32.8174,29.9342,32.4870,29.4091,161.0000,23.0000,33.0000,False,2153.0000,2480.0000,2193.0000,2480.0000,162.0000,1626.0000,152.6180,77.1650,62.2260,889.8000,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,PVDfS7lcJHY__000000000_000360000,Kannada,360.0000,6,5+,0.1127,high (>7.0%),False,96.6216,97.3938,34.4754,33.6402,42.6625,27.2455,34.6733,70.0000,26.0000,31.0000,False,1001.0000,1036.0000,1009.0000,1036.0000,161.0000,467.0000,34.6890,13.2250,81.4560,384.5700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,Pjre5dpnKGA__000000000_000330000,Kannada,330.0000,4,4,0.0933,high (>7.0%),False,97.2692,97.3992,37.5350,25.0240,47.2702,23.8121,45.9307,37.0000,8.0000,9.0000,False,748.0000,769.0000,749.0000,769.0000,134.0000,357.0000,24.4840,13.9590,45.5550,335.6700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,QhpjuNTZoA8__000000000_000586000,Kannada,586.0000,3,3,0.0512,mid (2.2%-7.0%],False,96.7557,105.7252,88.2410,33.0622,51.2184,33.2635,50.8096,69.0000,8.0000,10.0000,False,1521.0000,1572.0000,1662.0000,1572.0000,908.0000,1029.0000,39.7620,10.1270,152.2830,611.4900,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,QuA_B6IZ6Ls__000061000_001863000,Devanagari (hi/mr),1802.0000,4,4,0.3694,high (>7.0%),False,93.7604,94.4989,23.6402,48.9034,40.5609,48.3163,39.6424,232.0000,52.0000,71.0000,False,6221.0000,6635.0000,6270.0000,6635.0000,791.0000,3346.0000,959.4620,109.2840,253.5870,2703.9700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,RL2fhIEEbZg__000000000_000065000,Telugu,65.0000,3,3,0.0563,mid (2.2%-7.0%],False,93.9024,93.9024,18.5185,14.2814,44.3120,14.2814,44.3120,7.0000,0.0000,0.0000,False,154.0000,164.0000,154.0000,164.0000,15.0000,81.0000,3.3480,0.8920,5.1100,65.4700,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
indicconformer_free,pyannote31,rule,RL2fhIEEbZg__000066000_001034000,Telugu,968.0000,3,3,0.0719,high (>7.0%),False,92.0623,92.1401,15.1020,31.5210,34.0296,29.4232,30.9632,148.0000,35.0000,46.0000,False,2366.0000,2570.0000,2368.0000,2570.0000,222.0000,1470.0000,115.2460,80.9310,123.1150,1012.9500,indicconformer_free__pyannote31+rule,indicconformer_free__pyannote31
